review,label
该相机具有的全新相机抖动防止功能会自动提升,1
使用价格偏贵的卡,0
画面显示清晰流畅,1
这在家用卡片机中的放大倍率是最大的,1
就觉得变焦杆太小,0
没有单独把防抖功能设为独立的按键,0
依然存在色彩失真,0
显示效果不是很理想,0
有较完全的手动功能,1
闪光热靴设计别有用心,1
快门速度设置华而不实,0
具有较强的手动功能,1
我还没有发现过有严重紫边的情况,1
并且通过富士公司新型降噪技术,1
它拥有的则是令很多同档次产品羡慕不已的多彩外观,1
另外镜头变焦噪声也偏大,0
用格式拍摄后放大到英寸清晰度仍然较好,1
色彩层次和场景包容能力也不差,1
感觉最爽的就是的镜头,1
取景太小而且不够清晰,0
有很好的夜摄效果,1
没有采用更加专业的莱卡镜头始终是我感觉的比较遗憾的事情,0
精简了防抖功能,1
彩色夜摄效果实在不敢恭维,0
使本机有较强的实用价值,1
随机所配单指向话筒取声质量很好,1
通过这个底座实现了全面简易的连接功能,1
是近年来采用感光元件品质最低的一款,0
不仅在拍摄风光照能得到令人赏心悦目的画面,1
而且在拍摄人像的时也能获得令人意想不到的视觉效果,1
一般定焦镜头构造简单,1
大家往往想到的只是精良的性能和传统厚重的外型,1
为我们的成像预览带来了极大的视觉效果,1
在室内复杂光源条件下拍摄也能得到比较好的色调还原,1
噪点控制相当不错,1
操控菜单感觉有点繁琐,0
高值时噪点控制不好,0
在同一感光度拍照下成像是最好的,1
在最高剛感光度的模式下噪点放大时明显,0
柯达成像比较艳丽,1
而内存在同一像素中占的内存是最小的,1
全新的面部提亮功能,1
长焦焦段有不错的背景虚化能力,1
具有强大的动态短片拍摄功能,1
很强扩展能力,1
录制短片占据空间太大,0
还具有超级微距功能,1
手动对焦模式下的对焦点放大功能十分的人性化,1
让用户可以画较少的钱买到功能强大的手动相机,1
配置不错,1
色彩还原真实,1
动态格式的短片体积很大,1
但是效果非常的好,1
佳能系列的做工实在太一般,0
整机很沉重,0
做工用精湛来形容不为过,1
手感良好,1
开机速度很快,1
英寸液晶屏显示效果出色,1
清晰度高,1
画面真实,1
液晶屏显示效果也不俗,1
的微距值得称道,1
轻薄小巧的机身不易握持,0
且光滑的金属镜头滑盖易留下手指纹,0
且按钮比较小,0
镜头口径小,0
光圈小,0
对焦速度慢,0
拍摄的照片噪点相对较多,0
特别是微距不错,1
效果特清晰,1
效果还是不错的,1
效果还不错的,1
第一个缺点就是风景照很差,0
另外一个非常大的缺陷就是便携性差,0
节电池非常重,0
就是防抖性非常非常差,0
但是就是因为功能太多,0
反而各个功能都不尽人意,0
的重量远远轻于,1
的画质真的比好些,1
的手动比更加丰富,1
仿抖做的不是很好,0
从镜头上醒目的红圈箍就能知道这枚镜头尊贵的出身,1
高速的数字影像处理器是佳能又一法宝,1
佳能的菜单总体来看界面友好,1
内容十分详尽,1
反应速度也比较快,1
的紫边现象比较轻微,1
机子的持握感依旧不错,1
色彩非常的艳丽,1
开机速度一般,0
镜头伸出的速度也不是非常快,0
色彩自然逼真,1
拍照时快门时滞明显,0
价格低,1
手动功能强大,1
自动功能实用,1
液晶屏太小相素太低,0
电池盖有点松,0
机形虽不大,1
闪光灯充电时间太长了,0
图象锐度不错,1
在室内的效果也不错,1
高下照片燥点比较明显,0
短片功能不错,1
另外在阳光下的显示效果不是很好,0
开关机速度很快,1
快门时滞比较小,1
存卡速度也很快,1
功能转盘设计的有点紧,0
闪光灯充电时间较长,0
机身更加轻巧,1
点测光的范围太大了,0
快门速度缩水,0
连拍速度缩水,0
的恒定光圈让人遗憾,0
屏幕效果细腻著称,1
细腻度大打折扣,0
光学防抖较好,1
续航力还是一般,0
存储速度快,1
它的连拍速度非常过瘾,1
色彩艳丽逼真不亚于胶片,1
外面的工程塑料手感很好,1
超清,1
紫边现象严重,0
镜头有松动声音现象,0
的内部设计更为紧凑,1
手感依然舒适,1
供电方面是此次的一个绝对亮点,1
不过这个模式拨盘操作性比较差,0
原因之一是转盘太小,0
而且单手操作起来不是很方便,0
配件的价格太高,0
大容量的价格一直比较高,0
原装电池的价格更是吓人的,0
导致视频文件的体积巨大,0
加上大容量的价格较贵,0
拍摄时间更加受限,0
这一设计也是让人称道的,1
画面比较清晰,1
声音还原较佳,1
导致显示的画面不购细腻,0
就是对其大气的外形所吸引,1
两者造型厚实,1
布置紧凑,1
而且手柄持握起来很舒服,1
图像非常细腻,1
开机速度快,1
而它的对焦速度也非常出色并且在拍摄过程中,1
两张之间的拍摄间隔还是比较短的,1
色彩鲜艳,1
画面干净的优点同样得以在上体现,1
手感不错,1
颜色亮丽,1
还原真实,1
边缘锐利度不错,1
操作简单,1
效果不错,1
机子反应速度快,1
电池续航能力一般,0
这时紫边并不明显,1
广角不够用,0
原装配件太贵,0
所以现在的可能一定程度成本略高,0
质量差,0
外观比较唬人,0
镜头大,0
成像效果一般,0
手动功能很全面,1
价格实惠,1
机身质感差,0
成像不突出,0
最重要的镜头和没有变化并且价格更加便宜,0
它的机身尺寸更加小巧,1
的手感相当不错,1
照片质量都比较令人满意,1
手感光滑,1
的整体做工十分考究,1
机身浑然一体,1
这块屏的色彩还原性比较突出,1
变焦迅速均匀,1
对焦速度相当快,1
在高下画面颗粒感很严重,0
感觉室内拍摄效果不是很好,0
其机身大小适中,1
电池的续航能力不错,1
但是其续航能力的确非常强,1
价格太高,0
图像处理时间过长,0
而且数据存储速度较慢,0
发现测光系统非常灵敏,1
这样的显示方式无疑更直观和方便,1
手柄有些偏小,0
左右的价格比较合适,1
只是液晶屏小了点,0
实际使用中显示效果一流,1
成相质量好,1
拍的照片很漂亮,1
作工好,1
发热量大,0
寸万像素的超级晶彩屏视角非常宽,1
而且色彩鲜艳反差略大,0
电池巡航能力相当不错,1
回放速度非常快,1
外观并无出色设计,0
塑料卡口的缺点是耐用性差,0
机身高度也不如尼康的一些机型来得高,0
体积小巧,1
手感细腻,1
做工非常的精致,1
图象非常清晰我就更加爱不释手了,1
操控性能良好,1
图象色彩艳丽,1
还原效果理想,1
原装电池容量较小,0
手柄宽大厚实,1
握持手感相当好,1
的启动速度不快,0
画制非常不错,1
比如画面比的就要强,1
而这款尼康的还原性非常好,1
功能全面,1
录象功能很不错,1
画面清晰,1
录音效果很好且没有时间限制,1
最最值得一提的是体积很小巧,1
外观精美,1
还有就是价格比较合适拉,1
现在这个价格也算是很划算的,1
色彩还原鲜艳而不失真,1
图像细节丰富,1
锐度强,1
存盘速度都比较理想,1
微距性能极佳,1
在比较暗的地方其对焦成功率仍然很高,1
相机很漂亮,1
相机右部的握柄部位手感极佳,1
体形较为小巧,1
的外观设计整体来说还是比较简洁,1
其背部设计相当明快,1
图像细腻程度较高,1
市场价格要比主流的和高出一些,1
开机速度快,1
快门速度较慢,0
开机奇快,1
光圈大,1
画质特别好,1
广角变形十分严重,0
是反应慢,0
微距很弱的,0
的配件奇贵,0
液晶屏明显变暗,0
原装皮套同样很傻,0
目前来说性能价格比很好,1
的功能确实强大,1
传输使用中速度也确实不错,1
外形优美,1
表面橡胶材质持握舒适,1
快门手感良好,1
手动功能齐全,1
成像质量较好,1
紫边不算明显,1
全中文菜单设置层级合理,1
后期成本较低,1
摄像画面质量很好,1
连拍效果较好,1
微距效果无可挑剔,1
分辨率偏低,0
的瞬时连拍功能分辨率偏低,0
体积不大,1
清晰度都不错,1
色彩也比较中性,1
试了几次开关机感觉启动速度还比较快,1
所以在近距离用闪光灯照出的照片亮度过大,0
相机最大缺点就是耗电比较大,0
不过能使用碱性五号电池也是优点,1
电池够强劲,1
手动功能也不错,1
寸又大又亮,1
体积不大,1
价格便宜,1
广角才显得遗憾,0
手感挺好,1
机身小巧方便携带,1
功能齐全,1
菜单操作相对复杂,1
反映速度较慢,0
电池比较不耐用,0
对于这样小巧且重量很轻的相机来说,1
且拍的图像鲜艳很饱和,1
格式的录像效果我感觉也很满意,1
但精度不高,0
亮度偏低,0
录音的效果也一般,0
噪点很多,0
的成像固然不错,1
还有近拍能力也很弱,0
所以标配的的拍照持续时间一般,0
的机器操作也很简单,1
相机的成像质量好,1
它的微距更是让人得心应手,1
效果非同一般,1
取景十分方便,1
反应稍显慢,0
价格不菲,0
速度很快,1
白平衡模试比较多,1
还原性还是不错,1
反应速度也不错,1
液晶屏也很俱人性化,1
价钱便宜又通用,1
机身材质脆弱,0
外观显得大,1
这是一部价格优惠,1
拍照效果还算可以,1
这款机子外形比较小巧,1
拿起来手感也不错,1
画面显示效果很好,1
并且它的拍摄模式也是非常的多,1
操作界面也很方便友好,1
它的噪点控制的不错,1
成像质量挺好的,1
画面柔和细腻,1
夜景拍摄都挺好,1
电池也还可以吧,1
而且长焦端成像质量一般,1
相机反应速度有点慢,0
菜单设计比较合理,1
色彩还原还是很准确的,1
颜色很艳丽,1
总体色调偏暖,1
色温较低,1
画面偏黄,0
广角照片非常清晰,1
画面锐度好,1
光圈不是很大,0
镜头畸变控制的比较让人满意,1
广角表现就差了些,0
画面色彩有些淡,0
层次感也差了些,0
画面颗粒感较重,0
高下噪点明显,0
这样的速度应该是相当快的了,1
金属卡口密实,1
高感光度实用,1
使对焦点选择等操控更加便捷,1
条件下相机的自动白平衡还原能力仍然欠佳,0
理光的技术参数是非常诱人的,1
速度够快,1
性价比较高,1
配置厚道,1
的做工却很精细,1
质量稳定性堪忧,1
寸够大,1
显示效果不敢恭维,0
防滑性能非常好,1
外形小巧,1
镜头小了一点,0
光线有点暗淡,0
设计更具流线型,1
但手感依然保持良好,1
屏幕实际显示效果较佳,1
的对焦速度还算可以,1
紫边较少,1
耐用度有限,0
对焦速度快,1
电力的确非常充沛,1
机背上的按钮也过于集中,0
但是画面显得有些粗糙,0
色彩还原相当准确,1
惊艳的外观与轻薄的设计,1
暗部细节表现不是很理想,0
所以机身很轻薄,1
拍摄的时候稳定性欠佳,0
憨厚的外观十分惹人喜爱,1
但是实用性却毋庸置疑,1
作为新品硬件不错,1
效果很好,1
技术指标高,1
附加功能多,1
整机反应速度比较出众,1
手感很差,0
但是相应的内存卡占用也很大,0
系统的技术是先进的,1
体积小巧,1
图象质量很好,1
操控方便,1
功能键布局总体合理,1
预设的模式多,1
屏幕很清楚,1
机身很坚固可靠,1
电池时间长,1
外观设计感觉没有专业,0
实用性一点不差,1
较轻的重量源于没有了的全天候密封金属机身,1
的液晶屏还原色彩真实,1
对比度高,1
电量消耗比过去更少,1
但续航能力依然不弱,1
而且环的宽度不够,0
操控不太方便,0
手感不好,0
但变焦阻尼较大,0
的苗条身材,1
机身给本人感觉就是手感顺滑,1
背面的操控界面设计得简单明快,1
秒的开机速度着实让本人吃惊,0
优势十足镜头通光量充足,1
其他操控手感偏于生硬,0
个人感觉它的光圈值域太小,0
只是操控起来略显繁琐,0
功能局限,0
电耗厉害,0
实用功能强大,1
拍得照片不错,1
局部做得比较粗糙,0
保留了广角还是很吸引人的,1
不过个人感觉金属饰条没有的精致,0
感觉开机速度不错,1
快门时滞在同类产品中也是很低的,1
镜头焦距也缩短了,0
菜单设计比较合理,1
多元化的设置有更大的选择余地,1
色彩还原还是很准确的,1
颜色很艳丽,1
广角照片非常清晰,1
画面锐度好,1
光圈不是很大,0
可玩性相当高,1
广角表现就差了些,0
画面色彩有些淡,0
层次感也差了些,0
画面颗粒感较重,0
价格合理,1
套头比要强多了,1
电池强劲,1
续航能力强,1
快门寿命大,1
取景器小,0
虽然画质还不错,1
反应速度极快,1
因为功能较多,1
尽管的画面已经非常细腻了,1
耐用型和取景亮度稍差,0
机身小巧,1
色彩效果比较柔和,1
液晶屏幕的响应时间非常迅速,1
画面流畅,1
电池的持续性比较好,1
英寸液晶屏似乎有点滞后,0
富士的机器同等下效果确实比其他没做技术优化的竞争型号要好一些,1
色彩还原鲜艳而不失真,1
图像细节丰富,1
锐度强,1
存盘速度都非常理想,1
微距性能极佳,1
相机右部的握柄部位手感极佳,1
场景模式过多,1
上显示的拍摄信息不够全面,0
电力不够强劲,0
但是其电池续航能力依然一般,0
手感在消费端算是相当不错了,1
万像素翻转清晰度不错,1
本人感觉它的紫边抑止能力不错,1
如此的续航能力算是相当不错的,1
此处的人性化设计值得赞赏,1
不仅成像清晰度高,1
而且锐度也不错,1
速度非常快,1
的手动功能还是挺丰富的,1
虽然清晰度不错,1
存储较慢不知道为什么用了卡,0
这无论是读取还是写入的速度都不像卡快啊,0
而且视频的效果很差,0
而且电池毕竟还是不太经用,0
　外观比较差可能是个人眼光问题吧,0
感觉上总觉得的模样长得惨了点,0
感觉的开机速度并不快,0
外观沉稳大气,1
的整机做工很不错,1
的画面给人的第一感觉就是鲜艳锐利,1
佳能的长焦端品质也不错,1
这个画面表现还不错,1
显示效果不错,1
不过这块看上去不够鲜艳,0
可视角度不大,0
对焦速度和存盘速度一般,0
的内部降噪程序效果非常明显,1
自由度稍显不足,0
的内部降噪程序效果非常明显,1
超微距下背景虚化效果较好,1
色彩还原表现准确,1
可玩性还是相当高的,1
续航能力偏弱,0
的快门时滞较短,1
有时使用不便,0
的变焦是最快的,1
的对焦速度令人满意,1
在弱光下的对焦速度也相当不错,1
的功能是众多七百万像素机型中最丰富,1
卡价格较高,0
的对焦准确性相当好,1
的噪点控制的很好,1
整个画面非常干净,1
的电池性能也只能算一般,0
且较大,1
外观采用银色给人一种时尚的感觉,1
短片模式也比较吸引人有,1
场景模式比较多,1
外形尺寸比较大,1
尺寸太小,0
发现拍摄效果颜色略微偏暖,0
但做工是很精细的,1
可以使用的存储介质非常丰富,1
微距处理做的不错,1
操作很方便,1
倍的光学变焦显得有些不足,0
人物脸部色彩偏暖,0
曝光有些不足,0
外型坚固,1
做工良好,1
握持稳定,1
画质优异,1
锐度很好,1
色彩还原真实自然,1
锐度好,1
电池性能不错,1
操作方式过于繁琐,0
按键过多,0
高时躁点增加明显,0
等待照片写入存储卡的时间太长,0
机身做工在同档次产品中比较出众,1
整体成像表现一般,0
大大的镜头虽然在一边,1
录音效果还算可以了,1
把短片在电脑上播放时图像很清晰,1
流畅度表现相当好,1
声音也不错,1
两个录音孔的效果我感觉还可以,1
英寸的液晶屏一是有点小,0
二是回放照片感觉效果一般,0
拍摄动态短片容量太大,0
拍摄的照片在室外光线好的条件下表现非常好,1
取景比较方便,1
开机速度还可以,1
设计别致,1
外观小巧,1
机身圆滑流畅,1
镜头开启方式独特,1
电池使用时间长,1
但是价格比较高,0
传输速度过慢,0
采用的自动白平衡效果不佳,0
实际使用中在光线不足时拍摄照片有时会出现色调不准的现象,0
拍摄出的照片发虚,0
纯黑色涂层显得非常高贵,0
机身整体设计合理,1
操作手感好,1
机身重量适中,1
手柄大小适中,1
微距成像能力虽然较强大,1
使用拍摄的照片十分细腻,1
的微距性能相当不错,1
而且在微距状态下对焦速度飞快,1
虽然的机身很薄,1
但是整个机身比较光滑,1
颗粒感相当明显,0
色彩过渡也不尽如人意,0
成像锐度不甚理想,0
画面的整体感觉偏软,0
细节捕捉能力也一般,0
色彩不够通透,0
后面版设计不是很好,0
右边面积太小,0
手握相机手感非常舒服,1
但其质量轻,1
而且由于机身小巧,1
而且相机成像的质量也不错,1
菜单设计也很直观,1
倍光学变焦的镜头让人很是喜欢,1
但卡价格昂贵,0
手感非常好,1
拍摄功能比同档次的机器全面,1
设计出色,1
键位合理,1
电池续航能力强,1
暗环境下对焦犹豫不决,0
对焦速度也偏慢,0
最长焦端解像能力比较差,0
噪音控制得不好,0
人机界面非常人性化,1
小巧机身蕴涵了五百万像素的和三倍光学变焦镜头,1
机身重心设计不佳,0
快门按键面积过大,0
成像质量不佳,0
微距摄影时对焦速度较慢,0
视频拍摄功能不够强大,0
预设的摄影模式也十分有用,1
机器外形很漂亮,1
加工也很精致,1
价格也不低,0
机器的变焦反应速度很慢,0
效果也不错了,1
躁点控制也不大好,0
英寸屏幕达到了今年的主流,1
机身做工十分精亮,1
部分技术参数差强人意,0
